Income,Home,Emp_length,Intent,Amount,Rate,Percent_income,Cred_length
53995,RENT,10.0,PERSONAL,5000,9.63,0.09,6
50004,OWN,2.0,MEDICAL,10000,11.12,0.2,2
52800,MORTGAGE,2.0,HOMEIMPROVEMENT,24000,7.51,0.45,10
78500,RENT,6.0,EDUCATION,8000,8.59,0.1,8
27000,RENT,2.0,MEDICAL,5000,16.77,0.19,2
60000,RENT,0.0,PERSONAL,12000,7.51,0.2,3
40000,RENT,2.0,EDUCATION,6000,11.28,0.15,7
60000,MORTGAGE,3.0,DEBTCONSOLIDATION,13000,14.11,0.22,14
41300,RENT,2.0,EDUCATION,2400,12.68,0.06,2
96000,MORTGAGE,4.0,VENTURE,11625,10.0,0.12,3
12000,OWN,4.0,VENTURE,2500,12.69,0.21,3
90000,MORTGAGE,2.0,DEBTCONSOLIDATION,2800,10.65,0.03,14
60000,MORTGAGE,6.0,EDUCATION,2000,12.61,0.03,2
39862,RENT,8.0,MEDICAL,5000,14.22,0.13,4
65496,MORTGAGE,3.0,VENTURE,13250,10.37,0.2,4
93600,MORTGAGE,5.0,EDUCATION,25000,10.36,0.27,3
100000,RENT,1.0,VENTURE,15000,11.89,0.15,2
92000,MORTGAGE,2.0,DEBTCONSOLIDATION,15000,9.91,0.16,2
59000,RENT,7.0,EDUCATION,7500,6.54,0.13,2
52000,RENT,8.0,DEBTCONSOLIDATION,6600,7.49,0.13,3
57500,RENT,2.0,DEBTCONSOLIDATION,9000,11.97,0.16,9
78000,MORTGAGE,1.0,VENTURE,5125,8.59,0.07,8
72000,MORTGAGE,9.0,VENTURE,3200,6.39,0.04,4
52692,RENT,4.0,MEDICAL,3500,12.23,0.07,4
52000,RENT,2.0,EDUCATION,15000,18.62,0.29,16
20400,RENT,1.0,DEBTCONSOLIDATION,4750,11.49,0.23,2
102000,MORTGAGE,3.0,MEDICAL,18000,8.49,0.18,3
80000,RENT,5.0,DEBTCONSOLIDATION,2200,9.99,0.03,6
54996,MORTGAGE,8.0,EDUCATION,16750,10.38,0.3,9
42000,RENT,3.0,MEDICAL,5000,15.99,0.12,6
50000,MORTGAGE,9.0,PERSONAL,2500,13.61,0.05,3
50000,OWN,8.0,HOMEIMPROVEMENT,9725,12.12,0.19,6
145000,MORTGAGE,0.0,EDUCATION,14400,5.79,0.1,4
30000,RENT,4.0,DEBTCONSOLIDATION,12000,10.39,0.4,9
36000,RENT,1.0,VENTURE,12000,12.21,0.33,10
56000,MORTGAGE,4.0,MEDICAL,9000,10.59,0.16,2
96000,MORTGAGE,8.0,HOMEIMPROVEMENT,11000,5.99,0.11,2
80000,RENT,4.0,EDUCATION,5000,6.17,0.06,8
66000,RENT,0.0,DEBTCONSOLIDATION,15575,14.27,0.24,13
94000,RENT,0.0,MEDICAL,10000,9.45,0.11,3
120000,MORTGAGE,9.0,MEDICAL,10000,7.51,0.08,7
30000,MORTGAGE,6.0,EDUCATION,13750,14.22,0.46,4
35000,RENT,7.0,MEDICAL,7000,12.68,0.2,9
65707,MORTGAGE,1.0,EDUCATION,2000,14.59,0.03,3
32000,RENT,3.0,MEDICAL,7200,12.61,0.23,5
67200,RENT,3.0,HOMEIMPROVEMENT,12000,13.49,0.18,4
60000,RENT,6.0,MEDICAL,7500,9.99,0.13,3
30000,RENT,2.0,EDUCATION,2000,11.49,0.07,8
46028,MORTGAGE,8.0,DEBTCONSOLIDATION,18000,10.74,0.39,9
28800,RENT,0.0,EDUCATION,5000,11.49,0.17,2
38643,RENT,7.0,PERSONAL,12000,11.58,0.31,8
40000,RENT,0.0,EDUCATION,2800,7.49,0.07,2
15600,RENT,1.0,PERSONAL,4750,13.85,0.3,4
114132,MORTGAGE,1.0,DEBTCONSOLIDATION,14400,14.54,0.13,10
36000,MORTGAGE,2.0,MEDICAL,5000,14.27,0.14,2
56004,RENT,4.0,EDUCATION,12800,11.48,0.23,15
140004,OTHER,8.0,MEDICAL,4500,12.87,0.03,4
90000,MORTGAGE,4.0,VENTURE,10000,10.0,0.11,2
58000,RENT,5.0,EDUCATION,4000,10.0,0.07,4
36000,RENT,3.0,PERSONAL,10000,10.65,0.28,5
20400,RENT,3.0,PERSONAL,3125,12.61,0.15,3
54000,RENT,6.0,DEBTCONSOLIDATION,5000,11.99,0.09,10
45000,MORTGAGE,7.0,VENTURE,5000,6.76,0.11,3
37200,RENT,5.0,EDUCATION,11000,12.73,0.3,12
60000,RENT,1.0,VENTURE,8400,7.29,0.14,2
81600,MORTGAGE,9.0,EDUCATION,13000,13.23,0.16,4
42900,RENT,5.0,PERSONAL,12000,8.9,0.28,3
50000,RENT,0.0,PERSONAL,18000,8.49,0.36,9
39000,MORTGAGE,0.0,MEDICAL,8000,14.11,0.21,3
30000,RENT,4.0,EDUCATION,6500,13.85,0.22,3
54960,MORTGAGE,7.0,EDUCATION,5500,6.03,0.1,3
49500,MORTGAGE,2.0,DEBTCONSOLIDATION,2400,7.51,0.05,2
95000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,7.51,0.11,9
37000,RENT,3.0,EDUCATION,15000,10.25,0.41,4
46704,RENT,2.0,PERSONAL,9000,11.49,0.19,3
57996,RENT,3.0,EDUCATION,10000,9.25,0.17,4
79000,OWN,9.0,VENTURE,14500,11.48,0.18,3
46728,RENT,2.0,PERSONAL,2650,10.59,0.06,2
88000,MORTGAGE,8.0,EDUCATION,10000,7.51,0.11,2
85000,MORTGAGE,9.0,VENTURE,4000,7.88,0.05,2
51000,MORTGAGE,6.0,MEDICAL,6000,5.79,0.12,2
62050,RENT,0.0,MEDICAL,3600,15.95,0.05,9
30000,MORTGAGE,6.0,VENTURE,6950,9.32,0.23,4
88970,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,11.99,0.22,6
36000,RENT,6.0,PERSONAL,8000,15.28,0.22,3
123000,MORTGAGE,1.0,DEBTCONSOLIDATION,2500,14.91,0.02,14
70000,RENT,0.0,MEDICAL,10000,10.95,0.14,3
55000,RENT,1.0,EDUCATION,10000,13.79,0.18,13
30000,MORTGAGE,4.0,DEBTCONSOLIDATION,9000,7.51,0.3,4
66996,MORTGAGE,5.0,EDUCATION,10000,9.62,0.15,2
38000,RENT,4.0,MEDICAL,8000,12.69,0.21,4
65000,MORTGAGE,1.0,PERSONAL,10800,10.0,0.17,4
48000,RENT,3.0,DEBTCONSOLIDATION,6700,11.99,0.14,3
117000,RENT,7.0,PERSONAL,1800,12.42,0.02,10
54500,MORTGAGE,0.0,EDUCATION,7700,6.91,0.14,17
22680,RENT,9.0,DEBTCONSOLIDATION,7000,10.62,0.31,3
80000,MORTGAGE,10.0,DEBTCONSOLIDATION,10800,11.99,0.14,3
33888,MORTGAGE,5.0,PERSONAL,7000,7.49,0.21,13
95000,RENT,0.0,VENTURE,6000,11.49,0.06,7
35000,RENT,5.0,PERSONAL,1000,10.36,0.03,6
62000,MORTGAGE,9.0,EDUCATION,5000,13.11,0.08,8
52000,MORTGAGE,8.0,EDUCATION,5000,15.28,0.1,4
25000,RENT,1.0,VENTURE,2050,10.59,0.08,2
53088,RENT,0.0,PERSONAL,6000,6.54,0.11,9
105000,MORTGAGE,6.0,PERSONAL,5150,12.41,0.05,9
100000,RENT,3.0,MEDICAL,1200,8.59,0.01,2
55000,MORTGAGE,3.0,PERSONAL,6000,7.51,0.11,4
24000,RENT,3.0,DEBTCONSOLIDATION,1000,12.84,0.04,4
34200,RENT,2.0,HOMEIMPROVEMENT,6400,17.49,0.19,3
92000,RENT,5.0,VENTURE,7000,9.32,0.08,10
55000,RENT,6.0,DEBTCONSOLIDATION,7500,6.03,0.14,2
115000,MORTGAGE,3.0,DEBTCONSOLIDATION,12000,15.05,0.1,4
52000,MORTGAGE,4.0,MEDICAL,12000,7.29,0.23,16
54099,MORTGAGE,2.0,DEBTCONSOLIDATION,21000,9.96,0.39,6
66912,MORTGAGE,7.0,PERSONAL,16000,12.73,0.24,3
52000,MORTGAGE,6.0,VENTURE,12000,15.65,0.23,8
106000,RENT,7.0,EDUCATION,5000,7.88,0.05,2
34000,MORTGAGE,1.0,HOMEIMPROVEMENT,2500,6.03,0.07,2
81120,MORTGAGE,3.0,PERSONAL,15000,10.25,0.18,4
55000,MORTGAGE,4.0,DEBTCONSOLIDATION,13000,13.98,0.24,3
44004,RENT,2.0,DEBTCONSOLIDATION,5000,18.25,0.11,5
114000,OWN,7.0,VENTURE,6000,8.49,0.05,4
60996,RENT,7.0,PERSONAL,14400,12.84,0.24,3
48000,RENT,6.0,VENTURE,15000,9.63,0.31,4
66000,MORTGAGE,7.0,PERSONAL,4000,11.99,0.06,2
35000,MORTGAGE,7.0,MEDICAL,5000,12.98,0.14,2
65000,MORTGAGE,2.0,VENTURE,8000,17.27,0.12,3
80000,MORTGAGE,3.0,VENTURE,9800,5.99,0.12,17
54000,OWN,2.0,HOMEIMPROVEMENT,9600,12.18,0.18,8
14573,RENT,6.0,HOMEIMPROVEMENT,5000,12.18,0.34,5
24000,MORTGAGE,2.0,DEBTCONSOLIDATION,1500,9.63,0.06,16
56004,MORTGAGE,5.0,DEBTCONSOLIDATION,8000,11.71,0.14,3
64000,RENT,8.0,HOMEIMPROVEMENT,1300,13.49,0.02,3
32000,RENT,3.0,VENTURE,7000,11.49,0.22,2
68004,RENT,4.0,DEBTCONSOLIDATION,9600,7.51,0.14,2
25000,OWN,2.0,VENTURE,5000,16.32,0.2,9
160000,MORTGAGE,0.0,MEDICAL,35000,10.65,0.22,4
104740,MORTGAGE,5.0,EDUCATION,19200,11.99,0.18,2
33500,RENT,4.0,PERSONAL,6225,14.79,0.19,17
36000,OWN,6.0,EDUCATION,12000,15.21,0.33,3
56400,OWN,8.0,MEDICAL,12100,5.79,0.21,9
31776,MORTGAGE,5.0,VENTURE,6000,8.9,0.19,3
43000,RENT,1.0,MEDICAL,3200,8.0,0.07,5
187000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,7.9,0.05,17
85000,RENT,2.0,VENTURE,15000,10.95,0.18,3
185000,RENT,7.0,HOMEIMPROVEMENT,25000,12.68,0.14,2
77800,RENT,2.0,VENTURE,9000,12.42,0.12,6
54000,MORTGAGE,6.0,HOMEIMPROVEMENT,6300,14.65,0.12,2
12120,RENT,0.0,DEBTCONSOLIDATION,3600,8.32,0.3,2
54080,MORTGAGE,7.0,HOMEIMPROVEMENT,13750,11.14,0.25,7
48400,RENT,6.0,VENTURE,12000,14.65,0.25,3
23500,MORTGAGE,2.0,DEBTCONSOLIDATION,7000,10.38,0.3,3
78000,RENT,1.0,PERSONAL,6000,9.63,0.08,4
48000,MORTGAGE,3.0,HOMEIMPROVEMENT,5000,10.65,0.1,16
85500,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,11.49,0.14,4
45000,RENT,1.0,EDUCATION,10000,6.54,0.22,3
56700,MORTGAGE,7.0,VENTURE,12000,5.42,0.21,2
72000,RENT,6.0,EDUCATION,15000,17.19,0.21,4
21000,RENT,2.0,VENTURE,5000,6.91,0.24,4
84000,MORTGAGE,5.0,EDUCATION,21000,13.49,0.25,2
48800,RENT,3.0,EDUCATION,15000,11.36,0.31,4
95000,MORTGAGE,0.0,MEDICAL,9000,8.49,0.09,2
31000,MORTGAGE,2.0,PERSONAL,12250,11.36,0.4,3
39600,MORTGAGE,0.0,EDUCATION,5600,10.65,0.14,8
61200,MORTGAGE,9.0,MEDICAL,13500,10.83,0.19,2
66143,RENT,9.0,EDUCATION,24000,6.99,0.36,3
95000,RENT,4.0,VENTURE,15000,12.42,0.16,2
14400,RENT,4.0,PERSONAL,2000,10.37,0.14,2
48000,RENT,9.0,DEBTCONSOLIDATION,5600,15.96,0.12,7
20928,RENT,0.0,DEBTCONSOLIDATION,2000,13.48,0.1,6
28000,MORTGAGE,3.0,EDUCATION,5000,8.0,0.18,2
34300,RENT,4.0,MEDICAL,18500,10.71,0.54,2
48000,RENT,6.0,MEDICAL,6025,10.65,0.13,9
99000,RENT,1.0,VENTURE,7000,11.11,0.07,10
70399,RENT,0.0,DEBTCONSOLIDATION,1000,8.59,0.01,2
84000,RENT,1.0,VENTURE,10000,7.49,0.12,4
38400,RENT,6.0,MEDICAL,10500,11.99,0.27,8
125000,RENT,9.0,HOMEIMPROVEMENT,19200,10.99,0.15,3
37232,RENT,3.0,MEDICAL,17500,12.53,0.47,2
60000,MORTGAGE,5.0,EDUCATION,7000,12.53,0.12,10
80000,MORTGAGE,9.0,VENTURE,12000,7.88,0.15,3
69000,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,14.91,0.29,5
74000,MORTGAGE,10.0,EDUCATION,4475,9.99,0.06,2
33600,RENT,1.0,PERSONAL,7800,16.49,0.23,4
95000,RENT,7.0,EDUCATION,4000,11.49,0.04,3
45000,MORTGAGE,6.0,MEDICAL,5000,10.74,0.11,2
11440,OWN,3.0,MEDICAL,1750,12.73,0.15,5
83000,MORTGAGE,6.0,HOMEIMPROVEMENT,10400,5.79,0.13,3
85000,MORTGAGE,7.0,VENTURE,12000,5.99,0.14,2
30000,RENT,1.0,DEBTCONSOLIDATION,13750,12.73,0.46,9
75000,MORTGAGE,7.0,PERSONAL,10200,6.03,0.14,2
45000,MORTGAGE,7.0,MEDICAL,12250,6.54,0.27,16
36000,RENT,7.0,DEBTCONSOLIDATION,1200,13.99,0.03,4
67800,RENT,3.0,HOMEIMPROVEMENT,18000,10.08,0.27,6
55000,RENT,3.0,DEBTCONSOLIDATION,9000,10.25,0.16,6
48500,OTHER,1.0,EDUCATION,19500,15.57,0.4,4
155142,MORTGAGE,6.0,HOMEIMPROVEMENT,23000,18.25,0.15,2
81120,OWN,3.0,PERSONAL,18000,10.75,0.22,5
30000,RENT,5.0,EDUCATION,6000,8.49,0.2,7
64151,RENT,0.0,EDUCATION,5000,11.86,0.08,4
50880,RENT,6.0,PERSONAL,15000,20.25,0.29,5
75000,MORTGAGE,4.0,EDUCATION,8000,8.59,0.11,2
60000,MORTGAGE,0.0,VENTURE,7800,10.59,0.13,10
43200,OWN,9.0,VENTURE,13800,11.48,0.32,2
94200,MORTGAGE,6.0,PERSONAL,20000,8.88,0.21,2
115000,MORTGAGE,6.0,MEDICAL,10500,13.49,0.09,9
91000,MORTGAGE,9.0,EDUCATION,15000,6.03,0.16,4
27040,RENT,0.0,DEBTCONSOLIDATION,1500,12.73,0.06,2
25000,RENT,4.0,MEDICAL,1600,12.98,0.06,3
50500,RENT,0.0,HOMEIMPROVEMENT,4050,7.88,0.08,4
55000,RENT,3.0,HOMEIMPROVEMENT,5000,12.18,0.09,8
38400,RENT,5.0,EDUCATION,10000,7.66,0.26,4
45000,RENT,3.0,MEDICAL,5800,7.88,0.13,3
45000,RENT,5.0,MEDICAL,2000,11.49,0.04,3
50004,RENT,6.0,PERSONAL,12000,10.0,0.24,2
95004,MORTGAGE,10.0,HOMEIMPROVEMENT,24250,8.88,0.26,3
60000,OWN,6.0,EDUCATION,14000,7.88,0.23,2
69996,RENT,0.0,EDUCATION,2000,10.65,0.03,9
52000,MORTGAGE,4.0,HOMEIMPROVEMENT,8000,6.99,0.15,8
65000,RENT,3.0,EDUCATION,9000,12.42,0.14,5
91992,MORTGAGE,0.0,HOMEIMPROVEMENT,3350,5.42,0.04,11
68000,RENT,4.0,PERSONAL,20000,12.53,0.29,4
75000,MORTGAGE,0.0,EDUCATION,3200,8.0,0.04,3
45000,RENT,6.0,DEBTCONSOLIDATION,16000,10.59,0.36,4
39000,RENT,3.0,MEDICAL,15000,15.37,0.38,2
50000,MORTGAGE,4.0,VENTURE,15250,15.95,0.3,3
8500,RENT,7.0,VENTURE,4500,8.63,0.53,10
23400,RENT,5.0,EDUCATION,7000,15.7,0.3,5
32000,MORTGAGE,9.0,EDUCATION,5000,8.88,0.16,13
48000,MORTGAGE,3.0,EDUCATION,1500,13.92,0.03,13
56000,MORTGAGE,5.0,PERSONAL,10250,14.65,0.18,4
80000,OWN,5.0,EDUCATION,2200,13.49,0.03,4
43971,MORTGAGE,5.0,PERSONAL,4600,5.42,0.1,4
108000,RENT,0.0,EDUCATION,25000,14.61,0.23,6
64000,RENT,0.0,EDUCATION,10000,15.28,0.16,12
20000,RENT,2.0,MEDICAL,8500,8.88,0.42,10
45000,RENT,3.0,PERSONAL,7200,9.38,0.16,4
125000,MORTGAGE,2.0,PERSONAL,20000,11.12,0.16,9
70000,RENT,6.0,PERSONAL,24000,16.77,0.34,20
38272,RENT,1.0,VENTURE,15250,14.17,0.4,2
70000,RENT,6.0,HOMEIMPROVEMENT,12000,6.99,0.17,3
43000,RENT,2.0,MEDICAL,8500,8.88,0.2,11
46873,MORTGAGE,9.0,PERSONAL,11200,7.14,0.24,6
52000,MORTGAGE,7.0,DEBTCONSOLIDATION,5000,7.75,0.1,7
49963,MORTGAGE,9.0,MEDICAL,2100,11.49,0.04,3
52000,RENT,10.0,HOMEIMPROVEMENT,6000,15.68,0.12,3
87000,MORTGAGE,0.0,HOMEIMPROVEMENT,12000,8.59,0.14,3
40000,RENT,2.0,EDUCATION,8000,12.99,0.2,2
60000,RENT,0.0,MEDICAL,1200,7.66,0.02,3
136000,MORTGAGE,7.0,EDUCATION,8000,8.32,0.06,2
97200,MORTGAGE,4.0,PERSONAL,20000,12.29,0.21,9
86400,OWN,0.0,EDUCATION,16000,11.86,0.19,3
175000,MORTGAGE,1.0,DEBTCONSOLIDATION,15000,8.49,0.09,8
44000,MORTGAGE,8.0,PERSONAL,10000,10.38,0.23,14
37000,RENT,2.0,DEBTCONSOLIDATION,3000,20.3,0.08,2
67500,RENT,5.0,HOMEIMPROVEMENT,3500,10.62,0.05,9
60000,MORTGAGE,6.0,MEDICAL,4800,9.64,0.08,13
130000,MORTGAGE,8.0,DEBTCONSOLIDATION,7000,11.99,0.05,3
75000,MORTGAGE,0.0,DEBTCONSOLIDATION,12000,6.92,0.16,4
60000,MORTGAGE,0.0,EDUCATION,2400,10.75,0.04,9
41000,MORTGAGE,0.0,MEDICAL,3800,7.51,0.09,9
118000,MORTGAGE,4.0,VENTURE,28000,7.9,0.24,4
125000,OWN,4.0,PERSONAL,10000,7.51,0.08,8
54050,RENT,8.0,EDUCATION,12000,10.99,0.22,9
85000,MORTGAGE,2.0,MEDICAL,14000,10.65,0.16,5
100000,MORTGAGE,3.0,MEDICAL,8000,13.98,0.08,6
102400,MORTGAGE,2.0,EDUCATION,25000,15.57,0.24,10
66000,RENT,4.0,HOMEIMPROVEMENT,13650,12.42,0.21,11
51000,MORTGAGE,5.0,DEBTCONSOLIDATION,7000,7.88,0.14,4
84554,MORTGAGE,3.0,DEBTCONSOLIDATION,3600,6.03,0.04,2
20000,RENT,0.0,MEDICAL,7500,9.76,0.38,9
114400,MORTGAGE,3.0,PERSONAL,20000,13.48,0.17,5
32000,RENT,0.0,VENTURE,6400,7.49,0.2,16
36000,RENT,3.0,EDUCATION,2500,9.76,0.07,15
126996,MORTGAGE,8.0,DEBTCONSOLIDATION,5000,12.73,0.04,2
160000,OTHER,5.0,EDUCATION,6000,8.0,0.04,4
46560,MORTGAGE,2.0,PERSONAL,11600,8.94,0.25,30
43000,RENT,5.0,EDUCATION,6500,12.73,0.15,3
27000,RENT,2.0,EDUCATION,8500,12.21,0.31,2
92004,RENT,8.0,EDUCATION,6000,10.38,0.07,10
55680,MORTGAGE,4.0,DEBTCONSOLIDATION,7875,10.65,0.14,3
39580,RENT,3.0,EDUCATION,10000,9.99,0.25,2
46000,RENT,6.0,VENTURE,4000,9.99,0.09,9
115200,MORTGAGE,1.0,VENTURE,14000,6.62,0.12,3
60000,RENT,0.0,DEBTCONSOLIDATION,3000,12.53,0.05,11
50100,RENT,1.0,PERSONAL,12000,14.74,0.24,2
20400,RENT,4.0,HOMEIMPROVEMENT,2000,7.9,0.1,9
78625,RENT,3.0,PERSONAL,13600,9.88,0.17,3
122000,MORTGAGE,8.0,DEBTCONSOLIDATION,10000,13.57,0.08,4
85000,MORTGAGE,1.0,HOMEIMPROVEMENT,7500,10.78,0.09,10
28000,RENT,2.0,PERSONAL,6000,10.59,0.21,4
78000,RENT,0.0,EDUCATION,13000,12.87,0.17,10
28800,OWN,2.0,PERSONAL,3000,11.11,0.1,4
74000,MORTGAGE,10.0,DEBTCONSOLIDATION,1200,12.69,0.02,2
36000,RENT,2.0,VENTURE,12000,5.42,0.33,10
16094,MORTGAGE,2.0,VENTURE,5500,7.14,0.34,3
98000,RENT,3.0,VENTURE,5000,13.98,0.05,6
30000,RENT,3.0,PERSONAL,3000,15.2,0.1,4
62500,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,6.0,0.24,3
78000,MORTGAGE,1.0,HOMEIMPROVEMENT,20000,14.26,0.26,9
127500,MORTGAGE,2.0,MEDICAL,15000,7.49,0.12,4
138000,MORTGAGE,9.0,PERSONAL,8000,6.99,0.06,4
83500,RENT,1.0,MEDICAL,8000,11.49,0.1,8
25000,RENT,0.0,HOMEIMPROVEMENT,8500,12.21,0.34,2
19200,MORTGAGE,3.0,DEBTCONSOLIDATION,1400,16.77,0.07,6
78000,MORTGAGE,6.0,EDUCATION,20000,10.99,0.26,11
35000,RENT,5.0,VENTURE,4250,16.96,0.12,6
59000,RENT,2.0,EDUCATION,6500,10.95,0.11,3
65000,MORTGAGE,3.0,MEDICAL,7000,7.9,0.11,4
150000,MORTGAGE,8.0,VENTURE,15000,13.16,0.1,3
39689,OWN,1.0,VENTURE,13000,13.57,0.33,2
54996,RENT,4.0,VENTURE,6000,10.75,0.11,3
130000,MORTGAGE,8.0,PERSONAL,13000,13.61,0.1,4
56000,RENT,6.0,DEBTCONSOLIDATION,8150,12.87,0.15,2
83004,MORTGAGE,7.0,VENTURE,3500,12.61,0.04,2
75000,RENT,2.0,DEBTCONSOLIDATION,4000,8.49,0.05,6
65000,MORTGAGE,9.0,EDUCATION,20500,6.99,0.32,2
28800,OWN,8.0,VENTURE,6000,10.74,0.21,2
69000,RENT,5.0,VENTURE,12000,12.68,0.17,3
68000,MORTGAGE,1.0,EDUCATION,15000,11.78,0.22,7
60000,MORTGAGE,6.0,HOMEIMPROVEMENT,14000,8.94,0.23,2
74000,RENT,3.0,PERSONAL,9000,10.0,0.12,3
80000,MORTGAGE,10.0,HOMEIMPROVEMENT,15000,16.07,0.19,2
70000,RENT,4.0,EDUCATION,20000,11.48,0.29,9
45000,MORTGAGE,5.0,PERSONAL,10000,7.51,0.22,2
16800,RENT,2.0,MEDICAL,2750,16.77,0.16,2
46200,RENT,1.0,DEBTCONSOLIDATION,2700,15.96,0.06,2
59000,MORTGAGE,5.0,HOMEIMPROVEMENT,6000,6.99,0.1,3
52000,MORTGAGE,10.0,HOMEIMPROVEMENT,10750,9.62,0.21,2
110000,MORTGAGE,1.0,MEDICAL,5000,12.69,0.05,2
55000,MORTGAGE,5.0,PERSONAL,16750,15.2,0.3,21
37200,RENT,4.0,PERSONAL,7000,9.32,0.19,16
45000,RENT,4.0,EDUCATION,9000,5.99,0.2,3
45000,RENT,4.0,MEDICAL,20000,11.36,0.44,14
83000,RENT,0.0,DEBTCONSOLIDATION,21000,11.71,0.25,7
12360,OWN,2.0,MEDICAL,1600,13.57,0.13,3
72000,MORTGAGE,3.0,PERSONAL,12000,10.95,0.17,5
98000,MORTGAGE,0.0,HOMEIMPROVEMENT,35000,15.99,0.36,15
80004,MORTGAGE,9.0,MEDICAL,3500,12.61,0.04,10
77940,MORTGAGE,3.0,VENTURE,16250,10.99,0.21,9
75800,RENT,0.0,PERSONAL,7000,6.54,0.09,2
100000,MORTGAGE,0.0,PERSONAL,6575,5.79,0.07,6
37400,MORTGAGE,6.0,MEDICAL,12700,17.27,0.34,5
60000,RENT,7.0,EDUCATION,9600,13.57,0.16,8
38400,RENT,6.0,MEDICAL,5000,9.88,0.13,10
45000,RENT,10.0,PERSONAL,11000,14.61,0.24,2
144000,MORTGAGE,2.0,EDUCATION,12000,7.49,0.08,3
28000,RENT,3.0,VENTURE,3000,6.91,0.11,10
60000,RENT,1.0,HOMEIMPROVEMENT,12000,13.84,0.2,7
36000,RENT,3.0,DEBTCONSOLIDATION,9000,12.73,0.25,17
48000,MORTGAGE,10.0,DEBTCONSOLIDATION,11000,13.49,0.23,3
65000,RENT,3.0,MEDICAL,9000,11.86,0.14,4
65000,RENT,7.0,VENTURE,15000,11.12,0.23,3
20000,RENT,9.0,EDUCATION,6200,5.99,0.31,4
82000,MORTGAGE,5.0,MEDICAL,20000,10.99,0.24,7
74000,MORTGAGE,10.0,VENTURE,4475,9.99,0.06,4
31680,RENT,5.0,VENTURE,15000,12.61,0.47,2
55000,OWN,7.0,VENTURE,1000,11.49,0.02,4
94200,MORTGAGE,6.0,EDUCATION,18000,6.54,0.19,3
60000,MORTGAGE,9.0,PERSONAL,7200,13.49,0.12,2
18000,RENT,5.0,PERSONAL,1800,6.62,0.1,3
15000,RENT,6.0,MEDICAL,2400,9.91,0.16,13
44400,RENT,7.0,VENTURE,7000,10.0,0.16,6
85000,RENT,3.0,PERSONAL,10000,9.32,0.12,16
54000,MORTGAGE,8.0,VENTURE,14800,15.31,0.27,5
21648,RENT,8.0,EDUCATION,5000,6.99,0.23,3
56000,OWN,8.0,EDUCATION,2000,11.49,0.04,2
48996,RENT,5.0,MEDICAL,5000,13.79,0.1,4
44400,RENT,4.0,PERSONAL,2100,17.27,0.05,4
12996,OWN,0.0,DEBTCONSOLIDATION,2400,13.49,0.18,2
57772,RENT,6.0,VENTURE,13500,13.99,0.23,2
36000,RENT,4.0,VENTURE,18200,8.88,0.51,4
85000,MORTGAGE,2.0,MEDICAL,8000,11.14,0.09,3
30000,OWN,4.0,EDUCATION,10000,14.61,0.33,3
88296,MORTGAGE,0.0,DEBTCONSOLIDATION,15000,15.88,0.17,8
128000,RENT,0.0,EDUCATION,15000,9.63,0.12,9
27600,MORTGAGE,5.0,MEDICAL,6000,15.62,0.22,2
44000,RENT,6.0,PERSONAL,10000,14.74,0.23,4
25000,RENT,6.0,EDUCATION,7500,10.99,0.3,15
104000,MORTGAGE,8.0,EDUCATION,25000,12.84,0.24,2
60000,RENT,8.0,VENTURE,7000,6.99,0.12,10
22406,RENT,5.0,PERSONAL,2500,6.76,0.11,4
44000,MORTGAGE,2.0,VENTURE,5000,12.23,0.11,12
40560,RENT,4.0,EDUCATION,2700,10.0,0.07,8
20000,RENT,0.0,DEBTCONSOLIDATION,1200,11.54,0.06,5
62100,MORTGAGE,2.0,EDUCATION,9600,11.71,0.15,4
50952,RENT,0.0,EDUCATION,4000,11.54,0.08,4
65000,RENT,4.0,PERSONAL,15000,12.42,0.23,4
65000,MORTGAGE,3.0,EDUCATION,8000,7.14,0.12,4
74909,MORTGAGE,8.0,MEDICAL,14000,9.99,0.16,2
50004,MORTGAGE,10.0,PERSONAL,5000,9.32,0.1,2
190000,RENT,3.0,EDUCATION,12600,6.92,0.07,4
42000,RENT,6.0,PERSONAL,5950,5.99,0.14,5
72000,OWN,8.0,EDUCATION,18000,7.66,0.25,3
31000,RENT,5.0,MEDICAL,5550,11.36,0.18,3
105600,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,7.51,0.14,3
106000,MORTGAGE,2.0,MEDICAL,10200,9.32,0.1,15
120000,MORTGAGE,10.0,DEBTCONSOLIDATION,7000,5.99,0.06,5
95000,RENT,0.0,MEDICAL,4975,6.17,0.05,3
39900,RENT,8.0,EDUCATION,12000,9.88,0.3,4
158000,MORTGAGE,6.0,MEDICAL,15000,7.9,0.09,5
108800,MORTGAGE,2.0,MEDICAL,15000,17.88,0.12,16
107000,MORTGAGE,6.0,DEBTCONSOLIDATION,35000,16.49,0.33,3
66384,MORTGAGE,3.0,VENTURE,10000,7.88,0.15,4
50000,MORTGAGE,7.0,VENTURE,8600,11.26,0.17,3
